"name","run.no.in.std.order","run.no","run.no.std.rp","size","threads","version","optimization","time"
"3695","546",3695,"546.6","724","16","3.6.2","O3",""
"3696","434",3696,"434.6","724","1","3.8.0","O2",""
"3697","168",3697,"168.6","1448","32","3.9.0","O0",""
"3698","380",3698,"380.6","1448","16","3.6.2","O2",""
"3699","532",3699,"532.6","1448","1","3.6.2","O3",""
"3700","228",3700,"228.6","1448","4","3.7.0","O1",""
"3701","240",3701,"240.6","1448","32","3.7.0","O1",""
"3702","42",3702,"42.6","724","16","3.6.2","O0",""
"3703","494",3703,"494.6","724","8","3.9.0","O2",""
"3704","301",3704,"301.6","512","8","3.8.1","O1",""
"3705","543",3705,"543.6","1024","8","3.6.2","O3",""
"3706","320",3706,"320.6","1448","2","3.9.0","O1",""
"3707","254",3707,"254.6","724","8","3.7.1","O1",""
"3708","76",3708,"76.6","1448","1","3.7.1","O0",""
"3709","10",3709,"10.6","724","4","3.5.1","O0",""
"3710","410",3710,"410.6","724","1","3.7.1","O2",""
"3711","559",3711,"559.6","1024","2","3.7.0","O3",""
"3712","201",3712,"201.6","512","4","3.6.2","O1",""
"3713","89",3713,"89.6","512","16","3.7.1","O0",""
"3714","514",3714,"514.6","724","4","3.5.1","O3",""
"3715","358",3715,"358.6","724","32","3.5.1","O2",""
"3716","29",3716,"29.6","512","2","3.6.2","O0",""
"3717","502",3717,"502.6","724","32","3.9.0","O2",""
"3718","509",3718,"509.6","512","2","3.5.1","O3",""
"3719","379",3719,"379.6","1024","16","3.6.2","O2",""
"3720","202",3720,"202.6","724","4","3.6.2","O1",""
"3721","350",3721,"350.6","724","8","3.5.1","O2",""
"3722","397",3722,"397.6","512","8","3.7.0","O2",""
"3723","79",3723,"79.6","1024","2","3.7.1","O0",""
"3724","40",3724,"40.6","1448","8","3.6.2","O0",""
"3725","516",3725,"516.6","1448","4","3.5.1","O3",""
"3726","43",3726,"43.6","1024","16","3.6.2","O0",""
"3727","433",3727,"433.6","512","1","3.8.0","O2",""
"3728","289",3728,"289.6","512","1","3.8.1","O1",""
"3729","480",3729,"480.6","1448","32","3.8.1","O2",""
"3730","108",3730,"108.6","1448","4","3.8.0","O0",""
"3731","233",3731,"233.6","512","16","3.7.0","O1",""
"3732","224",3732,"224.6","1448","2","3.7.0","O1",""
"3733","506",3733,"506.6","724","1","3.5.1","O3",""
"3734","25",3734,"25.6","512","1","3.6.2","O0",""
"3735","537",3735,"537.6","512","4","3.6.2","O3",""
"3736","620",3736,"620.6","1448","16","3.8.0","O3",""
"3737","261",3737,"261.6","512","32","3.7.1","O1",""
"3738","340",3738,"340.6","1448","1","3.5.1","O2",""
"3739","18",3739,"18.6","724","16","3.5.1","O0",""
"3740","112",3740,"112.6","1448","8","3.8.0","O0",""
"3741","364",3741,"364.6","1448","1","3.6.2","O2",""
"3742","153",3742,"153.6","512","4","3.9.0","O0",""
"3743","196",3743,"196.6","1448","1","3.6.2","O1",""
"3744","52",3744,"52.6","1448","1","3.7.0","O0",""
"3745","530",3745,"530.6","724","1","3.6.2","O3",""
"3746","644",3746,"644.6","1448","16","3.8.1","O3",""
"3747","486",3747,"486.6","724","2","3.9.0","O2",""
"3748","276",3748,"276.6","1448","4","3.8.0","O1",""
"3749","251",3749,"251.6","1024","4","3.7.1","O1",""
"3750","186",3750,"186.6","724","16","3.5.1","O1",""
"3751","394",3751,"394.6","724","4","3.7.0","O2",""
"3752","258",3752,"258.6","724","16","3.7.1","O1",""
"3753","209",3753,"209.6","512","16","3.6.2","O1",""
"3754","152",3754,"152.6","1448","2","3.9.0","O0",""
"3755","521",3755,"521.6","512","16","3.5.1","O3",""
"3756","474",3756,"474.6","724","16","3.8.1","O2",""
"3757","302",3757,"302.6","724","8","3.8.1","O1",""
"3758","148",3758,"148.6","1448","1","3.9.0","O0",""
"3759","591",3759,"591.6","1024","8","3.7.1","O3",""
"3760","441",3760,"441.6","512","4","3.8.0","O2",""
"3761","157",3761,"157.6","512","8","3.9.0","O0",""
"3762","143",3762,"143.6","1024","32","3.8.1","O0",""
"3763","336",3763,"336.6","1448","32","3.9.0","O1",""
"3764","507",3764,"507.6","1024","1","3.5.1","O3",""
"3765","230",3765,"230.6","724","8","3.7.0","O1",""
"3766","329",3766,"329.6","512","16","3.9.0","O1",""
"3767","220",3767,"220.6","1448","1","3.7.0","O1",""
"3768","103",3768,"103.6","1024","2","3.8.0","O0",""
"3769","630",3769,"630.6","724","2","3.8.1","O3",""
"3770","445",3770,"445.6","512","8","3.8.0","O2",""
"3771","75",3771,"75.6","1024","1","3.7.1","O0",""
"3772","266",3772,"266.6","724","1","3.8.0","O1",""
"3773","544",3773,"544.6","1448","8","3.6.2","O3",""
"3774","193",3774,"193.6","512","1","3.6.2","O1",""
"3775","584",3775,"584.6","1448","2","3.7.1","O3",""
"3776","660",3776,"660.6","1448","4","3.9.0","O3",""
"3777","28",3777,"28.6","1448","1","3.6.2","O0",""
"3778","177",3778,"177.6","512","4","3.5.1","O1",""
"3779","165",3779,"165.6","512","32","3.9.0","O0",""
"3780","229",3780,"229.6","512","8","3.7.0","O1",""
"3781","212",3781,"212.6","1448","16","3.6.2","O1",""
"3782","623",3782,"623.6","1024","32","3.8.0","O3",""
"3783","555",3783,"555.6","1024","1","3.7.0","O3",""
"3784","458",3784,"458.6","724","1","3.8.1","O2",""
"3785","265",3785,"265.6","512","1","3.8.0","O1",""
"3786","588",3786,"588.6","1448","4","3.7.1","O3",""
"3787","452",3787,"452.6","1448","16","3.8.0","O2",""
"3788","69",3788,"69.6","512","32","3.7.0","O0",""
"3789","185",3789,"185.6","512","16","3.5.1","O1",""
"3790","273",3790,"273.6","512","4","3.8.0","O1",""
"3791","342",3791,"342.6","724","2","3.5.1","O2",""
"3792","36",3792,"36.6","1448","4","3.6.2","O0",""
"3793","164",3793,"164.6","1448","16","3.9.0","O0",""
"3794","106",3794,"106.6","724","4","3.8.0","O0",""
"3795","218",3795,"218.6","724","1","3.7.0","O1",""
"3796","462",3796,"462.6","724","2","3.8.1","O2",""
"3797","541",3797,"541.6","512","8","3.6.2","O3",""
"3798","282",3798,"282.6","724","16","3.8.0","O1",""
"3799","80",3799,"80.6","1448","2","3.7.1","O0",""
"3800","133",3800,"133.6","512","8","3.8.1","O0",""
"3801","11",3801,"11.6","1024","4","3.5.1","O0",""
"3802","155",3802,"155.6","1024","4","3.9.0","O0",""
"3803","116",3803,"116.6","1448","16","3.8.0","O0",""
"3804","324",3804,"324.6","1448","4","3.9.0","O1",""
"3805","405",3805,"405.6","512","32","3.7.0","O2",""
"3806","107",3806,"107.6","1024","4","3.8.0","O0",""
"3807","582",3807,"582.6","724","2","3.7.1","O3",""
"3808","352",3808,"352.6","1448","8","3.5.1","O2",""
"3809","8",3809,"8.6","1448","2","3.5.1","O0",""
"3810","322",3810,"322.6","724","4","3.9.0","O1",""
"3811","607",3811,"607.6","1024","2","3.8.0","O3",""
"3812","250",3812,"250.6","724","4","3.7.1","O1",""
"3813","311",3813,"311.6","1024","32","3.8.1","O1",""
"3814","66",3814,"66.6","724","16","3.7.0","O0",""
"3815","634",3815,"634.6","724","4","3.8.1","O3",""
"3816","257",3816,"257.6","512","16","3.7.1","O1",""
"3817","443",3817,"443.6","1024","4","3.8.0","O2",""
"3818","399",3818,"399.6","1024","8","3.7.0","O2",""
"3819","466",3819,"466.6","724","4","3.8.1","O2",""
"3820","459",3820,"459.6","1024","1","3.8.1","O2",""
"3821","488",3821,"488.6","1448","2","3.9.0","O2",""
"3822","323",3822,"323.6","1024","4","3.9.0","O1",""
"3823","381",3823,"381.6","512","32","3.6.2","O2",""
"3824","409",3824,"409.6","512","1","3.7.1","O2",""
"3825","648",3825,"648.6","1448","32","3.8.1","O3",""
"3826","167",3826,"167.6","1024","32","3.9.0","O0",""
"3827","182",3827,"182.6","724","8","3.5.1","O1",""
"3828","522",3828,"522.6","724","16","3.5.1","O3",""
"3829","123",3829,"123.6","1024","1","3.8.1","O0",""
"3830","641",3830,"641.6","512","16","3.8.1","O3",""
"3831","618",3831,"618.6","724","16","3.8.0","O3",""
"3832","393",3832,"393.6","512","4","3.7.0","O2",""
"3833","469",3833,"469.6","512","8","3.8.1","O2",""
"3834","330",3834,"330.6","724","16","3.9.0","O1",""
"3835","136",3835,"136.6","1448","8","3.8.1","O0",""
"3836","135",3836,"135.6","1024","8","3.8.1","O0",""
"3837","200",3837,"200.6","1448","2","3.6.2","O1",""
"3838","551",3838,"551.6","1024","32","3.6.2","O3",""
"3839","159",3839,"159.6","1024","8","3.9.0","O0",""
"3840","636",3840,"636.6","1448","4","3.8.1","O3",""
"3841","211",3841,"211.6","1024","16","3.6.2","O1",""
"3842","651",3842,"651.6","1024","1","3.9.0","O3",""
"3843","179",3843,"179.6","1024","4","3.5.1","O1",""
"3844","163",3844,"163.6","1024","16","3.9.0","O0",""
"3845","205",3845,"205.6","512","8","3.6.2","O1",""
"3846","277",3846,"277.6","512","8","3.8.0","O1",""
"3847","496",3847,"496.6","1448","8","3.9.0","O2",""
"3848","545",3848,"545.6","512","16","3.6.2","O3",""
"3849","642",3849,"642.6","724","16","3.8.1","O3",""
"3850","100",3850,"100.6","1448","1","3.8.0","O0",""
"3851","370",3851,"370.6","724","4","3.6.2","O2",""
"3852","146",3852,"146.6","724","1","3.9.0","O0",""
"3853","552",3853,"552.6","1448","32","3.6.2","O3",""
"3854","120",3854,"120.6","1448","32","3.8.0","O0",""
"3855","560",3855,"560.6","1448","2","3.7.0","O3",""
"3856","616",3856,"616.6","1448","8","3.8.0","O3",""
"3857","285",3857,"285.6","512","32","3.8.0","O1",""
"3858","5",3858,"5.6","512","2","3.5.1","O0",""
"3859","418",3859,"418.6","724","4","3.7.1","O2",""
"3860","249",3860,"249.6","512","4","3.7.1","O1",""
"3861","183",3861,"183.6","1024","8","3.5.1","O1",""
"3862","659",3862,"659.6","1024","4","3.9.0","O3",""
"3863","599",3863,"599.6","1024","32","3.7.1","O3",""
"3864","481",3864,"481.6","512","1","3.9.0","O2",""
"3865","401",3865,"401.6","512","16","3.7.0","O2",""
"3866","421",3866,"421.6","512","8","3.7.1","O2",""
"3867","2",3867,"2.6","724","1","3.5.1","O0",""
"3868","90",3868,"90.6","724","16","3.7.1","O0",""
"3869","295",3869,"295.6","1024","2","3.8.1","O1",""
"3870","354",3870,"354.6","724","16","3.5.1","O2",""
"3871","519",3871,"519.6","1024","8","3.5.1","O3",""
"3872","344",3872,"344.6","1448","2","3.5.1","O2",""
"3873","203",3873,"203.6","1024","4","3.6.2","O1",""
"3874","662",3874,"662.6","724","8","3.9.0","O3",""
"3875","525",3875,"525.6","512","32","3.5.1","O3",""
"3876","294",3876,"294.6","724","2","3.8.1","O1",""
"3877","309",3877,"309.6","512","32","3.8.1","O1",""
"3878","645",3878,"645.6","512","32","3.8.1","O3",""
"3879","442",3879,"442.6","724","4","3.8.0","O2",""
"3880","419",3880,"419.6","1024","4","3.7.1","O2",""
"3881","439",3881,"439.6","1024","2","3.8.0","O2",""
"3882","308",3882,"308.6","1448","16","3.8.1","O1",""
"3883","259",3883,"259.6","1024","16","3.7.1","O1",""
"3884","84",3884,"84.6","1448","4","3.7.1","O0",""
"3885","609",3885,"609.6","512","4","3.8.0","O3",""
"3886","264",3886,"264.6","1448","32","3.7.1","O1",""
"3887","231",3887,"231.6","1024","8","3.7.0","O1",""
"3888","670",3888,"670.6","724","32","3.9.0","O3",""
"3889","176",3889,"176.6","1448","2","3.5.1","O1",""
"3890","567",3890,"567.6","1024","8","3.7.0","O3",""
"3891","313",3891,"313.6","512","1","3.9.0","O1",""
"3892","23",3892,"23.6","1024","32","3.5.1","O0",""
"3893","94",3893,"94.6","724","32","3.7.1","O0",""
"3894","275",3894,"275.6","1024","4","3.8.0","O1",""
"3895","666",3895,"666.6","724","16","3.9.0","O3",""
"3896","597",3896,"597.6","512","32","3.7.1","O3",""
"3897","586",3897,"586.6","724","4","3.7.1","O3",""
"3898","56",3898,"56.6","1448","2","3.7.0","O0",""
"3899","130",3899,"130.6","724","4","3.8.1","O0",""
"3900","181",3900,"181.6","512","8","3.5.1","O1",""
"3901","523",3901,"523.6","1024","16","3.5.1","O3",""
"3902","4",3902,"4.6","1448","1","3.5.1","O0",""
"3903","268",3903,"268.6","1448","1","3.8.0","O1",""
"3904","162",3904,"162.6","724","16","3.9.0","O0",""
"3905","278",3905,"278.6","724","8","3.8.0","O1",""
"3906","669",3906,"669.6","512","32","3.9.0","O3",""
"3907","60",3907,"60.6","1448","4","3.7.0","O0",""
"3908","548",3908,"548.6","1448","16","3.6.2","O3",""
"3909","158",3909,"158.6","724","8","3.9.0","O0",""
"3910","463",3910,"463.6","1024","2","3.8.1","O2",""
"3911","115",3911,"115.6","1024","16","3.8.0","O0",""
"3912","343",3912,"343.6","1024","2","3.5.1","O2",""
"3913","169",3913,"169.6","512","1","3.5.1","O1",""
"3914","535",3914,"535.6","1024","2","3.6.2","O3",""
"3915","446",3915,"446.6","724","8","3.8.0","O2",""
"3916","376",3916,"376.6","1448","8","3.6.2","O2",""
"3917","178",3917,"178.6","724","4","3.5.1","O1",""
"3918","565",3918,"565.6","512","8","3.7.0","O3",""
"3919","504",3919,"504.6","1448","32","3.9.0","O2",""
"3920","637",3920,"637.6","512","8","3.8.1","O3",""
"3921","451",3921,"451.6","1024","16","3.8.0","O2",""
"3922","515",3922,"515.6","1024","4","3.5.1","O3",""
"3923","296",3923,"296.6","1448","2","3.8.1","O1",""
"3924","47",3924,"47.6","1024","32","3.6.2","O0",""
"3925","310",3925,"310.6","724","32","3.8.1","O1",""
"3926","593",3926,"593.6","512","16","3.7.1","O3",""
"3927","484",3927,"484.6","1448","1","3.9.0","O2",""
"3928","118",3928,"118.6","724","32","3.8.0","O0",""
"3929","602",3929,"602.6","724","1","3.8.0","O3",""
"3930","237",3930,"237.6","512","32","3.7.0","O1",""
"3931","428",3931,"428.6","1448","16","3.7.1","O2",""
"3932","377",3932,"377.6","512","16","3.6.2","O2",""
"3933","127",3933,"127.6","1024","2","3.8.1","O0",""
"3934","114",3934,"114.6","724","16","3.8.0","O0",""
"3935","536",3935,"536.6","1448","2","3.6.2","O3",""
"3936","643",3936,"643.6","1024","16","3.8.1","O3",""
"3937","35",3937,"35.6","1024","4","3.6.2","O0",""
"3938","658",3938,"658.6","724","4","3.9.0","O3",""
"3939","554",3939,"554.6","724","1","3.7.0","O3",""
"3940","27",3940,"27.6","1024","1","3.6.2","O0",""
"3941","580",3941,"580.6","1448","1","3.7.1","O3",""
"3942","508",3942,"508.6","1448","1","3.5.1","O3",""
"3943","654",3943,"654.6","724","2","3.9.0","O3",""
"3944","483",3944,"483.6","1024","1","3.9.0","O2",""
"3945","109",3945,"109.6","512","8","3.8.0","O0",""
"3946","427",3946,"427.6","1024","16","3.7.1","O2",""
"3947","194",3947,"194.6","724","1","3.6.2","O1",""
"3948","367",3948,"367.6","1024","2","3.6.2","O2",""
"3949","360",3949,"360.6","1448","32","3.5.1","O2",""
"3950","655",3950,"655.6","1024","2","3.9.0","O3",""
"3951","510",3951,"510.6","724","2","3.5.1","O3",""
"3952","119",3952,"119.6","1024","32","3.8.0","O0",""
"3953","197",3953,"197.6","512","2","3.6.2","O1",""
"3954","298",3954,"298.6","724","4","3.8.1","O1",""
"3955","572",3955,"572.6","1448","16","3.7.0","O3",""
"3956","512",3956,"512.6","1448","2","3.5.1","O3",""
"3957","161",3957,"161.6","512","16","3.9.0","O0",""
"3958","373",3958,"373.6","512","8","3.6.2","O2",""
"3959","126",3959,"126.6","724","2","3.8.1","O0",""
"3960","87",3960,"87.6","1024","8","3.7.1","O0",""
"3961","444",3961,"444.6","1448","4","3.8.0","O2",""
"3962","390",3962,"390.6","724","2","3.7.0","O2",""
"3963","479",3963,"479.6","1024","32","3.8.1","O2",""
"3964","72",3964,"72.6","1448","32","3.7.0","O0",""
"3965","255",3965,"255.6","1024","8","3.7.1","O1",""
"3966","312",3966,"312.6","1448","32","3.8.1","O1",""
"3967","67",3967,"67.6","1024","16","3.7.0","O0",""
"3968","20",3968,"20.6","1448","16","3.5.1","O0",""
"3969","652",3969,"652.6","1448","1","3.9.0","O3",""
"3970","355",3970,"355.6","1024","16","3.5.1","O2",""
"3971","81",3971,"81.6","512","4","3.7.1","O0",""
"3972","526",3972,"526.6","724","32","3.5.1","O3",""
"3973","284",3973,"284.6","1448","16","3.8.0","O1",""
"3974","460",3974,"460.6","1448","1","3.8.1","O2",""
"3975","283",3975,"283.6","1024","16","3.8.0","O1",""
"3976","262",3976,"262.6","724","32","3.7.1","O1",""
"3977","124",3977,"124.6","1448","1","3.8.1","O0",""
"3978","232",3978,"232.6","1448","8","3.7.0","O1",""
"3979","216",3979,"216.6","1448","32","3.6.2","O1",""
"3980","454",3980,"454.6","724","32","3.8.0","O2",""
"3981","15",3981,"15.6","1024","8","3.5.1","O0",""
"3982","579",3982,"579.6","1024","1","3.7.1","O3",""
"3983","297",3983,"297.6","512","4","3.8.1","O1",""
"3984","105",3984,"105.6","512","4","3.8.0","O0",""
"3985","184",3985,"184.6","1448","8","3.5.1","O1",""
"3986","420",3986,"420.6","1448","4","3.7.1","O2",""
"3987","347",3987,"347.6","1024","4","3.5.1","O2",""
"3988","437",3988,"437.6","512","2","3.8.0","O2",""
"3989","638",3989,"638.6","724","8","3.8.1","O3",""
"3990","217",3990,"217.6","512","1","3.7.0","O1",""
"3991","603",3991,"603.6","1024","1","3.8.0","O3",""
"3992","568",3992,"568.6","1448","8","3.7.0","O3",""
"3993","398",3993,"398.6","724","8","3.7.0","O2",""
"3994","221",3994,"221.6","512","2","3.7.0","O1",""
"3995","386",3995,"386.6","724","1","3.7.0","O2",""
"3996","198",3996,"198.6","724","2","3.6.2","O1",""
"3997","513",3997,"513.6","512","4","3.5.1","O3",""
"3998","449",3998,"449.6","512","16","3.8.0","O2",""
"3999","242",3999,"242.6","724","1","3.7.1","O1",""
"4000","279",4000,"279.6","1024","8","3.8.0","O1",""
"4001","556",4001,"556.6","1448","1","3.7.0","O3",""
"4002","44",4002,"44.6","1448","16","3.6.2","O0",""
"4003","222",4003,"222.6","724","2","3.7.0","O1",""
"4004","650",4004,"650.6","724","1","3.9.0","O3",""
"4005","528",4005,"528.6","1448","32","3.5.1","O3",""
"4006","319",4006,"319.6","1024","2","3.9.0","O1",""
"4007","538",4007,"538.6","724","4","3.6.2","O3",""
"4008","594",4008,"594.6","724","16","3.7.1","O3",""
"4009","86",4009,"86.6","724","8","3.7.1","O0",""
"4010","389",4010,"389.6","512","2","3.7.0","O2",""
"4011","144",4011,"144.6","1448","32","3.8.1","O0",""
"4012","470",4012,"470.6","724","8","3.8.1","O2",""
"4013","256",4013,"256.6","1448","8","3.7.1","O1",""
"4014","430",4014,"430.6","724","32","3.7.1","O2",""
"4015","54",4015,"54.6","724","2","3.7.0","O0",""
"4016","489",4016,"489.6","512","4","3.9.0","O2",""
"4017","207",4017,"207.6","1024","8","3.6.2","O1",""
"4018","416",4018,"416.6","1448","2","3.7.1","O2",""
"4019","134",4019,"134.6","724","8","3.8.1","O0",""
"4020","174",4020,"174.6","724","2","3.5.1","O1",""
"4021","171",4021,"171.6","1024","1","3.5.1","O1",""
"4022","142",4022,"142.6","724","32","3.8.1","O0",""
"4023","111",4023,"111.6","1024","8","3.8.0","O0",""
"4024","361",4024,"361.6","512","1","3.6.2","O2",""
"4025","491",4025,"491.6","1024","4","3.9.0","O2",""
"4026","39",4026,"39.6","1024","8","3.6.2","O0",""
"4027","13",4027,"13.6","512","8","3.5.1","O0",""
"4028","497",4028,"497.6","512","16","3.9.0","O2",""
"4029","68",4029,"68.6","1448","16","3.7.0","O0",""
"4030","649",4030,"649.6","512","1","3.9.0","O3",""
"4031","668",4031,"668.6","1448","16","3.9.0","O3",""
"4032","596",4032,"596.6","1448","16","3.7.1","O3",""
"4033","272",4033,"272.7","1448","2","3.8.0","O1",""
"4034","608",4034,"608.7","1448","2","3.8.0","O3",""
"4035","652",4035,"652.7","1448","1","3.9.0","O3",""
"4036","239",4036,"239.7","1024","32","3.7.0","O1",""
"4037","257",4037,"257.7","512","16","3.7.1","O1",""
"4038","230",4038,"230.7","724","8","3.7.0","O1",""
"4039","82",4039,"82.7","724","4","3.7.1","O0",""
"4040","436",4040,"436.7","1448","1","3.8.0","O2",""
"4041","599",4041,"599.7","1024","32","3.7.1","O3",""
"4042","538",4042,"538.7","724","4","3.6.2","O3",""
"4043","167",4043,"167.7","1024","32","3.9.0","O0",""
"4044","288",4044,"288.7","1448","32","3.8.0","O1",""
"4045","275",4045,"275.7","1024","4","3.8.0","O1",""
"4046","90",4046,"90.7","724","16","3.7.1","O0",""
"4047","456",4047,"456.7","1448","32","3.8.0","O2",""
"4048","103",4048,"103.7","1024","2","3.8.0","O0",""
"4049","66",4049,"66.7","724","16","3.7.0","O0",""
"4050","118",4050,"118.7","724","32","3.8.0","O0",""
"4051","371",4051,"371.7","1024","4","3.6.2","O2",""
"4052","73",4052,"73.7","512","1","3.7.1","O0",""
"4053","358",4053,"358.7","724","32","3.5.1","O2",""
"4054","357",4054,"357.7","512","32","3.5.1","O2",""
"4055","529",4055,"529.7","512","1","3.6.2","O3",""
"4056","265",4056,"265.7","512","1","3.8.0","O1",""
"4057","497",4057,"497.7","512","16","3.9.0","O2",""
"4058","55",4058,"55.7","1024","2","3.7.0","O0",""
"4059","544",4059,"544.7","1448","8","3.6.2","O3",""
"4060","622",4060,"622.7","724","32","3.8.0","O3",""
"4061","279",4061,"279.7","1024","8","3.8.0","O1",""
"4062","128",4062,"128.7","1448","2","3.8.1","O0",""
"4063","580",4063,"580.7","1448","1","3.7.1","O3",""
"4064","285",4064,"285.7","512","32","3.8.0","O1",""
"4065","19",4065,"19.7","1024","16","3.5.1","O0",""
"4066","1",4066,"1.7","512","1","3.5.1","O0",""
"4067","112",4067,"112.7","1448","8","3.8.0","O0",""
"4068","46",4068,"46.7","724","32","3.6.2","O0",""
"4069","561",4069,"561.7","512","4","3.7.0","O3",""
"4070","325",4070,"325.7","512","8","3.9.0","O1",""
"4071","488",4071,"488.7","1448","2","3.9.0","O2",""
"4072","32",4072,"32.7","1448","2","3.6.2","O0",""
"4073","648",4073,"648.7","1448","32","3.8.1","O3",""
"4074","317",4074,"317.7","512","2","3.9.0","O1",""
"4075","5",4075,"5.7","512","2","3.5.1","O0",""
"4076","658",4076,"658.7","724","4","3.9.0","O3",""
"4077","109",4077,"109.7","512","8","3.8.0","O0",""
"4078","171",4078,"171.7","1024","1","3.5.1","O1",""
"4079","306",4079,"306.7","724","16","3.8.1","O1",""
"4080","375",4080,"375.7","1024","8","3.6.2","O2",""
"4081","394",4081,"394.7","724","4","3.7.0","O2",""
"4082","174",4082,"174.7","724","2","3.5.1","O1",""
"4083","80",4083,"80.7","1448","2","3.7.1","O0",""
"4084","404",4084,"404.7","1448","16","3.7.0","O2",""
"4085","363",4085,"363.7","1024","1","3.6.2","O2",""
"4086","409",4086,"409.7","512","1","3.7.1","O2",""
"4087","645",4087,"645.7","512","32","3.8.1","O3",""
"4088","439",4088,"439.7","1024","2","3.8.0","O2",""
"4089","511",4089,"511.7","1024","2","3.5.1","O3",""
"4090","240",4090,"240.7","1448","32","3.7.0","O1",""
"4091","374",4091,"374.7","724","8","3.6.2","O2",""
"4092","650",4092,"650.7","724","1","3.9.0","O3",""
"4093","590",4093,"590.7","724","8","3.7.1","O3",""
"4094","499",4094,"499.7","1024","16","3.9.0","O2",""
"4095","153",4095,"153.7","512","4","3.9.0","O0",""
"4096","154",4096,"154.7","724","4","3.9.0","O0",""
"4097","173",4097,"173.7","512","2","3.5.1","O1",""
"4098","530",4098,"530.7","724","1","3.6.2","O3",""
"4099","273",4099,"273.7","512","4","3.8.0","O1",""
"4100","156",4100,"156.7","1448","4","3.9.0","O0",""
"4101","99",4101,"99.7","1024","1","3.8.0","O0",""
"4102","119",4102,"119.7","1024","32","3.8.0","O0",""
"4103","49",4103,"49.7","512","1","3.7.0","O0",""
"4104","244",4104,"244.7","1448","1","3.7.1","O1",""
"4105","71",4105,"71.7","1024","32","3.7.0","O0",""
"4106","429",4106,"429.7","512","32","3.7.1","O2",""
"4107","617",4107,"617.7","512","16","3.8.0","O3",""
"4108","631",4108,"631.7","1024","2","3.8.1","O3",""
"4109","342",4109,"342.7","724","2","3.5.1","O2",""
"4110","17",4110,"17.7","512","16","3.5.1","O0",""
"4111","267",4111,"267.7","1024","1","3.8.0","O1",""
"4112","231",4112,"231.7","1024","8","3.7.0","O1",""
"4113","166",4113,"166.7","724","32","3.9.0","O0",""
"4114","298",4114,"298.7","724","4","3.8.1","O1",""
"4115","362",4115,"362.7","724","1","3.6.2","O2",""
"4116","383",4116,"383.7","1024","32","3.6.2","O2",""
"4117","28",4117,"28.7","1448","1","3.6.2","O0",""
"4118","543",4118,"543.7","1024","8","3.6.2","O3",""
"4119","614",4119,"614.7","724","8","3.8.0","O3",""
"4120","477",4120,"477.7","512","32","3.8.1","O2",""
"4121","507",4121,"507.7","1024","1","3.5.1","O3",""
"4122","139",4122,"139.7","1024","16","3.8.1","O0",""
"4123","40",4123,"40.7","1448","8","3.6.2","O0",""
"4124","312",4124,"312.7","1448","32","3.8.1","O1",""
"4125","147",4125,"147.7","1024","1","3.9.0","O0",""
"4126","245",4126,"245.7","512","2","3.7.1","O1",""
"4127","663",4127,"663.7","1024","8","3.9.0","O3",""
"4128","45",4128,"45.7","512","32","3.6.2","O0",""
"4129","593",4129,"593.7","512","16","3.7.1","O3",""
"4130","294",4130,"294.7","724","2","3.8.1","O1",""
"4131","435",4131,"435.7","1024","1","3.8.0","O2",""
"4132","247",4132,"247.7","1024","2","3.7.1","O1",""
"4133","204",4133,"204.7","1448","4","3.6.2","O1",""
"4134","458",4134,"458.7","724","1","3.8.1","O2",""
"4135","378",4135,"378.7","724","16","3.6.2","O2",""
"4136","57",4136,"57.7","512","4","3.7.0","O0",""
"4137","473",4137,"473.7","512","16","3.8.1","O2",""
"4138","552",4138,"552.7","1448","32","3.6.2","O3",""
"4139","646",4139,"646.7","724","32","3.8.1","O3",""
"4140","623",4140,"623.7","1024","32","3.8.0","O3",""
"4141","23",4141,"23.7","1024","32","3.5.1","O0",""
"4142","169",4142,"169.7","512","1","3.5.1","O1",""
"4143","293",4143,"293.7","512","2","3.8.1","O1",""
"4144","665",4144,"665.7","512","16","3.9.0","O3",""
"4145","637",4145,"637.7","512","8","3.8.1","O3",""
"4146","356",4146,"356.7","1448","16","3.5.1","O2",""
"4147","232",4147,"232.7","1448","8","3.7.0","O1",""
"4148","120",4148,"120.7","1448","32","3.8.0","O0",""
"4149","515",4149,"515.7","1024","4","3.5.1","O3",""
"4150","467",4150,"467.7","1024","4","3.8.1","O2",""
"4151","281",4151,"281.7","512","16","3.8.0","O1",""
"4152","242",4152,"242.7","724","1","3.7.1","O1",""
"4153","243",4153,"243.7","1024","1","3.7.1","O1",""
"4154","469",4154,"469.7","512","8","3.8.1","O2",""
"4155","389",4155,"389.7","512","2","3.7.0","O2",""
"4156","61",4156,"61.7","512","8","3.7.0","O0",""
"4157","39",4157,"39.7","1024","8","3.6.2","O0",""
"4158","562",4158,"562.7","724","4","3.7.0","O3",""
"4159","266",4159,"266.7","724","1","3.8.0","O1",""
"4160","525",4160,"525.7","512","32","3.5.1","O3",""
"4161","310",4161,"310.7","724","32","3.8.1","O1",""
"4162","564",4162,"564.7","1448","4","3.7.0","O3",""
"4163","338",4163,"338.7","724","1","3.5.1","O2",""
"4164","535",4164,"535.7","1024","2","3.6.2","O3",""
"4165","410",4165,"410.7","724","1","3.7.1","O2",""
"4166","42",4166,"42.7","724","16","3.6.2","O0",""
"4167","380",4167,"380.7","1448","16","3.6.2","O2",""
