"name","run.no.in.std.order","run.no","run.no.std.rp","size","threads","version","optimization","time"
"500","15",500,"15.1","1024","8","3.5.1","O0",""
"501","177",501,"177.1","512","4","3.5.1","O1",""
"502","30",502,"30.1","724","2","3.6.2","O0",""
"503","417",503,"417.1","512","4","3.7.1","O2",""
"504","559",504,"559.1","1024","2","3.7.0","O3",""
"505","669",505,"669.1","512","32","3.9.0","O3",""
"506","254",506,"254.1","724","8","3.7.1","O1",""
"507","572",507,"572.1","1448","16","3.7.0","O3",""
"508","661",508,"661.1","512","8","3.9.0","O3",""
"509","599",509,"599.1","1024","32","3.7.1","O3",""
"510","525",510,"525.1","512","32","3.5.1","O3",""
"511","634",511,"634.1","724","4","3.8.1","O3",""
"512","412",512,"412.1","1448","1","3.7.1","O2",""
"513","649",513,"649.1","512","1","3.9.0","O3",""
"514","632",514,"632.1","1448","2","3.8.1","O3",""
"515","2",515,"2.1","724","1","3.5.1","O0",""
"516","127",516,"127.1","1024","2","3.8.1","O0",""
"517","641",517,"641.1","512","16","3.8.1","O3",""
"518","651",518,"651.1","1024","1","3.9.0","O3",""
"519","292",519,"292.1","1448","1","3.8.1","O1",""
"520","165",520,"165.1","512","32","3.9.0","O0",""
"521","514",521,"514.1","724","4","3.5.1","O3",""
"522","365",522,"365.1","512","2","3.6.2","O2",""
"523","605",523,"605.1","512","2","3.8.0","O3",""
"524","28",524,"28.1","1448","1","3.6.2","O0",""
"525","54",525,"54.1","724","2","3.7.0","O0",""
"526","242",526,"242.1","724","1","3.7.1","O1",""
"527","133",527,"133.1","512","8","3.8.1","O0",""
"528","19",528,"19.1","1024","16","3.5.1","O0",""
"529","153",529,"153.1","512","4","3.9.0","O0",""
"530","52",530,"52.1","1448","1","3.7.0","O0",""
"531","424",531,"424.1","1448","8","3.7.1","O2",""
"532","378",532,"378.1","724","16","3.6.2","O2",""
"533","47",533,"47.1","1024","32","3.6.2","O0",""
"534","252",534,"252.1","1448","4","3.7.1","O1",""
"535","217",535,"217.1","512","1","3.7.0","O1",""
"536","179",536,"179.1","1024","4","3.5.1","O1",""
"537","283",537,"283.1","1024","16","3.8.0","O1",""
"538","658",538,"658.1","724","4","3.9.0","O3",""
"539","526",539,"526.1","724","32","3.5.1","O3",""
"540","389",540,"389.1","512","2","3.7.0","O2",""
"541","476",541,"476.1","1448","16","3.8.1","O2",""
"542","346",542,"346.1","724","4","3.5.1","O2",""
"543","545",543,"545.1","512","16","3.6.2","O3",""
"544","391",544,"391.1","1024","2","3.7.0","O2",""
"545","604",545,"604.1","1448","1","3.8.0","O3",""
"546","449",546,"449.1","512","16","3.8.0","O2",""
"547","598",547,"598.1","724","32","3.7.1","O3",""
"548","129",548,"129.1","512","4","3.8.1","O0",""
"549","317",549,"317.1","512","2","3.9.0","O1",""
"550","261",550,"261.1","512","32","3.7.1","O1",""
"551","295",551,"295.1","1024","2","3.8.1","O1",""
"552","617",552,"617.1","512","16","3.8.0","O3",""
"553","29",553,"29.1","512","2","3.6.2","O0",""
"554","459",554,"459.1","1024","1","3.8.1","O2",""
"555","334",555,"334.1","724","32","3.9.0","O1",""
"556","316",556,"316.1","1448","1","3.9.0","O1",""
"557","607",557,"607.1","1024","2","3.8.0","O3",""
"558","184",558,"184.1","1448","8","3.5.1","O1",""
"559","214",559,"214.1","724","32","3.6.2","O1",""
"560","580",560,"580.1","1448","1","3.7.1","O3",""
"561","196",561,"196.1","1448","1","3.6.2","O1",""
"562","480",562,"480.1","1448","32","3.8.1","O2",""
"563","258",563,"258.1","724","16","3.7.1","O1",""
"564","74",564,"74.1","724","1","3.7.1","O0",""
"565","645",565,"645.1","512","32","3.8.1","O3",""
"566","53",566,"53.1","512","2","3.7.0","O0",""
"567","191",567,"191.1","1024","32","3.5.1","O1",""
"568","42",568,"42.1","724","16","3.6.2","O0",""
"569","571",569,"571.1","1024","16","3.7.0","O3",""
"570","80",570,"80.1","1448","2","3.7.1","O0",""
"571","216",571,"216.1","1448","32","3.6.2","O1",""
"572","26",572,"26.1","724","1","3.6.2","O0",""
"573","593",573,"593.1","512","16","3.7.1","O3",""
"574","610",574,"610.1","724","4","3.8.0","O3",""
"575","330",575,"330.1","724","16","3.9.0","O1",""
"576","49",576,"49.1","512","1","3.7.0","O0",""
"577","73",577,"73.1","512","1","3.7.1","O0",""
"578","297",578,"297.1","512","4","3.8.1","O1",""
"579","506",579,"506.1","724","1","3.5.1","O3",""
"580","373",580,"373.1","512","8","3.6.2","O2",""
"581","405",581,"405.1","512","32","3.7.0","O2",""
"582","205",582,"205.1","512","8","3.6.2","O1",""
"583","304",583,"304.1","1448","8","3.8.1","O1",""
"584","460",584,"460.1","1448","1","3.8.1","O2",""
"585","241",585,"241.1","512","1","3.7.1","O1",""
"586","419",586,"419.1","1024","4","3.7.1","O2",""
"587","392",587,"392.1","1448","2","3.7.0","O2",""
"588","336",588,"336.1","1448","32","3.9.0","O1",""
"589","308",589,"308.1","1448","16","3.8.1","O1",""
"590","648",590,"648.1","1448","32","3.8.1","O3",""
"591","63",591,"63.1","1024","8","3.7.0","O0",""
"592","390",592,"390.1","724","2","3.7.0","O2",""
"593","538",593,"538.1","724","4","3.6.2","O3",""
"594","666",594,"666.1","724","16","3.9.0","O3",""
"595","209",595,"209.1","512","16","3.6.2","O1",""
"596","118",596,"118.1","724","32","3.8.0","O0",""
"597","180",597,"180.1","1448","4","3.5.1","O1",""
"598","65",598,"65.1","512","16","3.7.0","O0",""
"599","230",599,"230.1","724","8","3.7.0","O1",""
"600","464",600,"464.1","1448","2","3.8.1","O2",""
"601","625",601,"625.1","512","1","3.8.1","O3",""
"602","259",602,"259.1","1024","16","3.7.1","O1",""
"603","570",603,"570.1","724","16","3.7.0","O3",""
"604","349",604,"349.1","512","8","3.5.1","O2",""
"605","213",605,"213.1","512","32","3.6.2","O1",""
"606","621",606,"621.1","512","32","3.8.0","O3",""
"607","164",607,"164.1","1448","16","3.9.0","O0",""
"608","377",608,"377.1","512","16","3.6.2","O2",""
"609","302",609,"302.1","724","8","3.8.1","O1",""
"610","270",610,"270.1","724","2","3.8.0","O1",""
"611","440",611,"440.1","1448","2","3.8.0","O2",""
"612","122",612,"122.1","724","1","3.8.1","O0",""
"613","135",613,"135.1","1024","8","3.8.1","O0",""
"614","166",614,"166.1","724","32","3.9.0","O0",""
"615","482",615,"482.1","724","1","3.9.0","O2",""
"616","227",616,"227.1","1024","4","3.7.0","O1",""
"617","473",617,"473.1","512","16","3.8.1","O2",""
"618","614",618,"614.1","724","8","3.8.0","O3",""
"619","623",619,"623.1","1024","32","3.8.0","O3",""
"620","238",620,"238.1","724","32","3.7.0","O1",""
"621","452",621,"452.1","1448","16","3.8.0","O2",""
"622","174",622,"174.1","724","2","3.5.1","O1",""
"623","609",623,"609.1","512","4","3.8.0","O3",""
"624","131",624,"131.1","1024","4","3.8.1","O0",""
"625","411",625,"411.1","1024","1","3.7.1","O2",""
"626","547",626,"547.1","1024","16","3.6.2","O3",""
"627","578",627,"578.1","724","1","3.7.1","O3",""
"628","6",628,"6.1","724","2","3.5.1","O0",""
"629","212",629,"212.1","1448","16","3.6.2","O1",""
"630","372",630,"372.1","1448","4","3.6.2","O2",""
"631","151",631,"151.1","1024","2","3.9.0","O0",""
"632","454",632,"454.1","724","32","3.8.0","O2",""
"633","18",633,"18.1","724","16","3.5.1","O0",""
"634","618",634,"618.1","724","16","3.8.0","O3",""
"635","550",635,"550.1","724","32","3.6.2","O3",""
"636","387",636,"387.1","1024","1","3.7.0","O2",""
"637","425",637,"425.1","512","16","3.7.1","O2",""
"638","381",638,"381.1","512","32","3.6.2","O2",""
"639","668",639,"668.1","1448","16","3.9.0","O3",""
"640","206",640,"206.1","724","8","3.6.2","O1",""
"641","575",641,"575.1","1024","32","3.7.0","O3",""
"642","289",642,"289.1","512","1","3.8.1","O1",""
"643","564",643,"564.1","1448","4","3.7.0","O3",""
"644","619",644,"619.1","1024","16","3.8.0","O3",""
"645","394",645,"394.1","724","4","3.7.0","O2",""
"646","488",646,"488.1","1448","2","3.9.0","O2",""
"647","612",647,"612.1","1448","4","3.8.0","O3",""
"648","36",648,"36.1","1448","4","3.6.2","O0",""
"649","280",649,"280.1","1448","8","3.8.0","O1",""
"650","368",650,"368.1","1448","2","3.6.2","O2",""
"651","327",651,"327.1","1024","8","3.9.0","O1",""
"652","105",652,"105.1","512","4","3.8.0","O0",""
"653","504",653,"504.1","1448","32","3.9.0","O2",""
"654","125",654,"125.1","512","2","3.8.1","O0",""
"655","273",655,"273.1","512","4","3.8.0","O1",""
"656","518",656,"518.1","724","8","3.5.1","O3",""
"657","173",657,"173.1","512","2","3.5.1","O1",""
"658","257",658,"257.1","512","16","3.7.1","O1",""
"659","360",659,"360.1","1448","32","3.5.1","O2",""
"660","532",660,"532.1","1448","1","3.6.2","O3",""
"661","232",661,"232.1","1448","8","3.7.0","O1",""
"662","481",662,"481.1","512","1","3.9.0","O2",""
"663","530",663,"530.1","724","1","3.6.2","O3",""
"664","321",664,"321.1","512","4","3.9.0","O1",""
"665","142",665,"142.1","724","32","3.8.1","O0",""
"666","591",666,"591.1","1024","8","3.7.1","O3",""
"667","601",667,"601.1","512","1","3.8.0","O3",""
"668","272",668,"272.1","1448","2","3.8.0","O1",""
"669","204",669,"204.1","1448","4","3.6.2","O1",""
"670","13",670,"13.1","512","8","3.5.1","O0",""
"671","55",671,"55.1","1024","2","3.7.0","O0",""
"672","156",672,"156.1","1448","4","3.9.0","O0",""
"673","85",673,"85.2","512","8","3.7.1","O0",""
"674","14",674,"14.2","724","8","3.5.1","O0",""
"675","388",675,"388.2","1448","1","3.7.0","O2",""
"676","232",676,"232.2","1448","8","3.7.0","O1",""
"677","453",677,"453.2","512","32","3.8.0","O2",""
"678","250",678,"250.2","724","4","3.7.1","O1",""
"679","28",679,"28.2","1448","1","3.6.2","O0",""
"680","206",680,"206.2","724","8","3.6.2","O1",""
"681","438",681,"438.2","724","2","3.8.0","O2",""
"682","543",682,"543.2","1024","8","3.6.2","O3",""
"683","491",683,"491.2","1024","4","3.9.0","O2",""
"684","96",684,"96.2","1448","32","3.7.1","O0",""
"685","186",685,"186.2","724","16","3.5.1","O1",""
"686","95",686,"95.2","1024","32","3.7.1","O0",""
"687","570",687,"570.2","724","16","3.7.0","O3",""
"688","107",688,"107.2","1024","4","3.8.0","O0",""
"689","177",689,"177.2","512","4","3.5.1","O1",""
"690","416",690,"416.2","1448","2","3.7.1","O2",""
"691","378",691,"378.2","724","16","3.6.2","O2",""
"692","529",692,"529.2","512","1","3.6.2","O3",""
"693","187",693,"187.2","1024","16","3.5.1","O1",""
"694","343",694,"343.2","1024","2","3.5.1","O2",""
"695","213",695,"213.2","512","32","3.6.2","O1",""
"696","123",696,"123.2","1024","1","3.8.1","O0",""
"697","8",697,"8.2","1448","2","3.5.1","O0",""
"698","431",698,"431.2","1024","32","3.7.1","O2",""
"699","236",699,"236.2","1448","16","3.7.0","O1",""
"700","103",700,"103.2","1024","2","3.8.0","O0",""
"701","116",701,"116.2","1448","16","3.8.0","O0",""
"702","204",702,"204.2","1448","4","3.6.2","O1",""
"703","645",703,"645.2","512","32","3.8.1","O3",""
"704","117",704,"117.2","512","32","3.8.0","O0",""
"705","367",705,"367.2","1024","2","3.6.2","O2",""
"706","48",706,"48.2","1448","32","3.6.2","O0",""
"707","87",707,"87.2","1024","8","3.7.1","O0",""
"708","625",708,"625.2","512","1","3.8.1","O3",""
"709","661",709,"661.2","512","8","3.9.0","O3",""
"710","147",710,"147.2","1024","1","3.9.0","O0",""
"711","46",711,"46.2","724","32","3.6.2","O0",""
"712","158",712,"158.2","724","8","3.9.0","O0",""
"713","499",713,"499.2","1024","16","3.9.0","O2",""
"714","99",714,"99.2","1024","1","3.8.0","O0",""
"715","125",715,"125.2","512","2","3.8.1","O0",""
"716","397",716,"397.2","512","8","3.7.0","O2",""
"717","242",717,"242.2","724","1","3.7.1","O1",""
"718","283",718,"283.2","1024","16","3.8.0","O1",""
"719","11",719,"11.2","1024","4","3.5.1","O0",""
"720","82",720,"82.2","724","4","3.7.1","O0",""
"721","668",721,"668.2","1448","16","3.9.0","O3",""
"722","34",722,"34.2","724","4","3.6.2","O0",""
"723","413",723,"413.2","512","2","3.7.1","O2",""
"724","74",724,"74.2","724","1","3.7.1","O0",""
"725","517",725,"517.2","512","8","3.5.1","O3",""
"726","24",726,"24.2","1448","32","3.5.1","O0",""
"727","383",727,"383.2","1024","32","3.6.2","O2",""
"728","417",728,"417.2","512","4","3.7.1","O2",""
"729","513",729,"513.2","512","4","3.5.1","O3",""
"730","61",730,"61.2","512","8","3.7.0","O0",""
"731","39",731,"39.2","1024","8","3.6.2","O0",""
"732","339",732,"339.2","1024","1","3.5.1","O2",""
"733","233",733,"233.2","512","16","3.7.0","O1",""
"734","237",734,"237.2","512","32","3.7.0","O1",""
"735","144",735,"144.2","1448","32","3.8.1","O0",""
"736","615",736,"615.2","1024","8","3.8.0","O3",""
"737","256",737,"256.2","1448","8","3.7.1","O1",""
"738","531",738,"531.2","1024","1","3.6.2","O3",""
"739","490",739,"490.2","724","4","3.9.0","O2",""
"740","298",740,"298.2","724","4","3.8.1","O1",""
"741","604",741,"604.2","1448","1","3.8.0","O3",""
"742","263",742,"263.2","1024","32","3.7.1","O1",""
"743","376",743,"376.2","1448","8","3.6.2","O2",""
"744","154",744,"154.2","724","4","3.9.0","O0",""
"745","463",745,"463.2","1024","2","3.8.1","O2",""
"746","447",746,"447.2","1024","8","3.8.0","O2",""
"747","314",747,"314.2","724","1","3.9.0","O1",""
"748","441",748,"441.2","512","4","3.8.0","O2",""
"749","439",749,"439.2","1024","2","3.8.0","O2",""
"750","216",750,"216.2","1448","32","3.6.2","O1",""
"751","664",751,"664.2","1448","8","3.9.0","O3",""
"752","386",752,"386.2","724","1","3.7.0","O2",""
"753","188",753,"188.2","1448","16","3.5.1","O1",""
"754","634",754,"634.2","724","4","3.8.1","O3",""
"755","609",755,"609.2","512","4","3.8.0","O3",""
"756","651",756,"651.2","1024","1","3.9.0","O3",""
"757","169",757,"169.2","512","1","3.5.1","O1",""
"758","369",758,"369.2","512","4","3.6.2","O2",""
"759","608",759,"608.2","1448","2","3.8.0","O3",""
"760","208",760,"208.2","1448","8","3.6.2","O1",""
"761","654",761,"654.2","724","2","3.9.0","O3",""
"762","47",762,"47.2","1024","32","3.6.2","O0",""
"763","662",763,"662.2","724","8","3.9.0","O3",""
"764","62",764,"62.2","724","8","3.7.0","O0",""
"765","145",765,"145.2","512","1","3.9.0","O0",""
"766","503",766,"503.2","1024","32","3.9.0","O2",""
"767","134",767,"134.2","724","8","3.8.1","O0",""
"768","53",768,"53.2","512","2","3.7.0","O0",""
"769","641",769,"641.2","512","16","3.8.1","O3",""
"770","78",770,"78.2","724","2","3.7.1","O0",""
"771","7",771,"7.2","1024","2","3.5.1","O0",""
"772","603",772,"603.2","1024","1","3.8.0","O3",""
"773","395",773,"395.2","1024","4","3.7.0","O2",""
"774","317",774,"317.2","512","2","3.9.0","O1",""
"775","157",775,"157.2","512","8","3.9.0","O0",""
"776","130",776,"130.2","724","4","3.8.1","O0",""
"777","624",777,"624.2","1448","32","3.8.0","O3",""
"778","272",778,"272.2","1448","2","3.8.0","O1",""
"779","230",779,"230.2","724","8","3.7.0","O1",""
"780","16",780,"16.2","1448","8","3.5.1","O0",""
"781","579",781,"579.2","1024","1","3.7.1","O3",""
"782","2",782,"2.2","724","1","3.5.1","O0",""
"783","555",783,"555.2","1024","1","3.7.0","O3",""
"784","15",784,"15.2","1024","8","3.5.1","O0",""
"785","602",785,"602.2","724","1","3.8.0","O3",""
"786","405",786,"405.2","512","32","3.7.0","O2",""
"787","467",787,"467.2","1024","4","3.8.1","O2",""
"788","516",788,"516.2","1448","4","3.5.1","O3",""
"789","457",789,"457.2","512","1","3.8.1","O2",""
"790","86",790,"86.2","724","8","3.7.1","O0",""
"791","512",791,"512.2","1448","2","3.5.1","O3",""
"792","133",792,"133.2","512","8","3.8.1","O0",""
"793","273",793,"273.2","512","4","3.8.0","O1",""
"794","267",794,"267.2","1024","1","3.8.0","O1",""
"795","83",795,"83.2","1024","4","3.7.1","O0",""
"796","258",796,"258.2","724","16","3.7.1","O1",""
"797","175",797,"175.2","1024","2","3.5.1","O1",""
"798","541",798,"541.2","512","8","3.6.2","O3",""
"799","635",799,"635.2","1024","4","3.8.1","O3",""
"800","54",800,"54.2","724","2","3.7.0","O0",""
"801","51",801,"51.2","1024","1","3.7.0","O0",""
"802","30",802,"30.2","724","2","3.6.2","O0",""
"803","361",803,"361.2","512","1","3.6.2","O2",""
"804","498",804,"498.2","724","16","3.9.0","O2",""
"805","357",805,"357.2","512","32","3.5.1","O2",""
"806","337",806,"337.2","512","1","3.5.1","O2",""
"807","508",807,"508.2","1448","1","3.5.1","O3",""
"808","227",808,"227.2","1024","4","3.7.0","O1",""
"809","261",809,"261.2","512","32","3.7.1","O1",""
"810","437",810,"437.2","512","2","3.8.0","O2",""
"811","425",811,"425.2","512","16","3.7.1","O2",""
"812","398",812,"398.2","724","8","3.7.0","O2",""
"813","626",813,"626.2","724","1","3.8.1","O3",""
"814","327",814,"327.2","1024","8","3.9.0","O1",""
"815","549",815,"549.2","512","32","3.6.2","O3",""
"816","402",816,"402.2","724","16","3.7.0","O2",""
"817","260",817,"260.2","1448","16","3.7.1","O1",""
"818","421",818,"421.2","512","8","3.7.1","O2",""
"819","126",819,"126.2","724","2","3.8.1","O0",""
"820","465",820,"465.2","512","4","3.8.1","O2",""
"821","72",821,"72.2","1448","32","3.7.0","O0",""
"822","536",822,"536.2","1448","2","3.6.2","O3",""
"823","294",823,"294.2","724","2","3.8.1","O1",""
"824","511",824,"511.2","1024","2","3.5.1","O3",""
"825","178",825,"178.2","724","4","3.5.1","O1",""
"826","373",826,"373.2","512","8","3.6.2","O2",""
"827","219",827,"219.2","1024","1","3.7.0","O1",""
"828","265",828,"265.2","512","1","3.8.0","O1",""
"829","225",829,"225.2","512","4","3.7.0","O1",""
"830","29",830,"29.2","512","2","3.6.2","O0",""
"831","380",831,"380.2","1448","16","3.6.2","O2",""
"832","574",832,"574.2","724","32","3.7.0","O3",""
"833","239",833,"239.2","1024","32","3.7.0","O1",""
"834","210",834,"210.2","724","16","3.6.2","O1",""
"835","593",835,"593.2","512","16","3.7.1","O3",""
"836","183",836,"183.2","1024","8","3.5.1","O1",""
"837","507",837,"507.2","1024","1","3.5.1","O3",""
"838","141",838,"141.2","512","32","3.8.1","O0",""
"839","389",839,"389.2","512","2","3.7.0","O2",""
"840","162",840,"162.2","724","16","3.9.0","O0",""
"841","43",841,"43.2","1024","16","3.6.2","O0",""
"842","37",842,"37.2","512","8","3.6.2","O0",""
"843","613",843,"613.2","512","8","3.8.0","O3",""
"844","224",844,"224.2","1448","2","3.7.0","O1",""
"845","583",845,"583.2","1024","2","3.7.1","O3",""
"846","23",846,"23.2","1024","32","3.5.1","O0",""
"847","557",847,"557.2","512","2","3.7.0","O3",""
"848","429",848,"429.2","512","32","3.7.1","O2",""
"849","279",849,"279.2","1024","8","3.8.0","O1",""
"850","44",850,"44.2","1448","16","3.6.2","O0",""
"851","535",851,"535.2","1024","2","3.6.2","O3",""
"852","13",852,"13.2","512","8","3.5.1","O0",""
"853","135",853,"135.2","1024","8","3.8.1","O0",""
"854","282",854,"282.2","724","16","3.8.0","O1",""
"855","132",855,"132.2","1448","4","3.8.1","O0",""
"856","399",856,"399.2","1024","8","3.7.0","O2",""
"857","36",857,"36.2","1448","4","3.6.2","O0",""
"858","594",858,"594.2","724","16","3.7.1","O3",""
"859","18",859,"18.2","724","16","3.5.1","O0",""
"860","567",860,"567.2","1024","8","3.7.0","O3",""
"861","254",861,"254.2","724","8","3.7.1","O1",""
"862","231",862,"231.2","1024","8","3.7.0","O1",""
"863","569",863,"569.2","512","16","3.7.0","O3",""
"864","598",864,"598.2","724","32","3.7.1","O3",""
"865","657",865,"657.2","512","4","3.9.0","O3",""
"866","69",866,"69.2","512","32","3.7.0","O0",""
"867","459",867,"459.2","1024","1","3.8.1","O2",""
"868","137",868,"137.2","512","16","3.8.1","O0",""
"869","539",869,"539.2","1024","4","3.6.2","O3",""
"870","628",870,"628.2","1448","1","3.8.1","O3",""
"871","196",871,"196.2","1448","1","3.6.2","O1",""
"872","588",872,"588.2","1448","4","3.7.1","O3",""
"873","586",873,"586.2","724","4","3.7.1","O3",""
"874","591",874,"591.2","1024","8","3.7.1","O3",""
"875","350",875,"350.2","724","8","3.5.1","O2",""
"876","167",876,"167.2","1024","32","3.9.0","O0",""
"877","156",877,"156.2","1448","4","3.9.0","O0",""
"878","365",878,"365.2","512","2","3.6.2","O2",""
"879","584",879,"584.2","1448","2","3.7.1","O3",""
"880","489",880,"489.2","512","4","3.9.0","O2",""
"881","303",881,"303.2","1024","8","3.8.1","O1",""
"882","483",882,"483.2","1024","1","3.9.0","O2",""
"883","551",883,"551.2","1024","32","3.6.2","O3",""
"884","566",884,"566.2","724","8","3.7.0","O3",""
"885","288",885,"288.2","1448","32","3.8.0","O1",""
"886","207",886,"207.2","1024","8","3.6.2","O1",""
"887","545",887,"545.2","512","16","3.6.2","O3",""
"888","119",888,"119.2","1024","32","3.8.0","O0",""
"889","666",889,"666.2","724","16","3.9.0","O3",""
"890","333",890,"333.2","512","32","3.9.0","O1",""
"891","486",891,"486.2","724","2","3.9.0","O2",""
"892","160",892,"160.2","1448","8","3.9.0","O0",""
"893","485",893,"485.2","512","2","3.9.0","O2",""
"894","159",894,"159.2","1024","8","3.9.0","O0",""
